min_cluster_size,n_components,n_neighbors,diversity_score,c_v_score,doc_assignment_pct,number_of_topics,model_name,run_id
20,5,40,0.6689497716894978,0.363086613630069,0.6005113221329438,219,mpnet,run_001
20,7,10,0.6405451448040886,0.3573160473112611,0.6497930362795228,294,mpnet,run_001
20,7,20,0.6686484344034879,0.3539440419059421,0.6226442658875091,253,mpnet,run_001
20,7,30,0.6730072463768116,0.3602962440728378,0.6222059897735573,221,mpnet,run_001
20,7,40,0.6624398775688675,0.3565840938597223,0.593718042366691,229,mpnet,run_001
20,10,10,0.6507826086956522,0.3561965944319009,0.6668858047236426,288,mpnet,run_001
20,10,20,0.6685714285714286,0.3568112500887922,0.6236669101533966,245,mpnet,run_001
20,10,30,0.6633448873483535,0.3559732485077602,0.6114438763087412,231,mpnet,run_001
20,10,40,0.6690615177368657,0.3563375462931953,0.5840759678597517,223,mpnet,run_001
20,15,10,0.6564942314849275,0.3534479205121958,0.6933284635987339,269,mpnet,run_001
20,15,20,0.6650943396226415,0.3546552529108852,0.6240077915753591,255,mpnet,run_001
20,15,30,0.6733624454148471,0.3588951608102447,0.6159970781592403,229,mpnet,run_001
20,15,40,0.6741316270566727,0.3583281239967408,0.6002191380569759,219,mpnet,run_001
25,5,10,0.6553030303030303,0.3584606217009321,0.6519600681762844,238,mpnet,run_001
25,5,20,0.6666666666666666,0.3680785812481828,0.603408814219625,214,mpnet,run_001
25,5,30,0.67047223663726,0.36332304399489,0.6020696372047724,193,mpnet,run_001
25,5,40,0.666120218579235,0.3698002876228868,0.5977842707572437,183,mpnet,run_001
25,7,10,0.659297789336801,0.3640299027701393,0.6630630630630631,231,mpnet,run_001
25,7,20,0.676204101096805,0.3598430970297769,0.6181397613830046,210,mpnet,run_001
25,7,30,0.6776180698151951,0.3635238822747887,0.6071098125152179,195,mpnet,run_001
25,7,40,0.6704918032786885,0.3705299092411987,0.5933528122717312,183,mpnet,run_001
25,10,10,0.6647191011235956,0.3552262745113218,0.6827124421719016,223,mpnet,run_001
25,10,20,0.6653266331658292,0.3654025172717978,0.6268565863160458,199,mpnet,run_001
25,10,30,0.6825649178590355,0.3634803556446539,0.6008035062089117,189,mpnet,run_001
25,10,40,0.6802259887005649,0.3671143241179663,0.5960798636474313,177,mpnet,run_001
25,15,10,0.6638506002667852,0.3598936687760988,0.6559532505478451,225,mpnet,run_001
25,15,20,0.6663447609850314,0.3624745090523792,0.6176284392500608,208,mpnet,run_001
25,15,30,0.6757624398073836,0.3639111828453357,0.6048940832724616,187,mpnet,run_001
25,15,40,0.672077922077922,0.3631489255779671,0.5945945945945946,185,mpnet,run_001
30,5,10,0.6691919191919192,0.3683107944982367,0.6507426345264183,198,mpnet,run_001
30,5,20,0.6796511627906977,0.3708501866990025,0.6170197224251278,172,mpnet,run_001
30,5,30,0.670625,0.3724457246841629,0.6113221329437546,160,mpnet,run_001
30,5,40,0.6788461538461539,0.3724227761035537,0.5944241538836134,156,mpnet,run_001
30,7,10,0.6598909271194844,0.3694065164453764,0.6469685902118335,202,mpnet,run_001
30,7,20,0.6691428571428572,0.371308548441827,0.6247139030922815,175,mpnet,run_001
30,7,30,0.6674698795180722,0.3716806927061483,0.6000973946919893,166,mpnet,run_001
30,7,40,0.6701298701298701,0.3773718568346217,0.6025322619917215,154,mpnet,run_001
30,10,10,0.6705583756345178,0.363978770187204,0.6401266130995861,197,mpnet,run_001
30,10,20,0.6764705882352942,0.3684038669059053,0.6283662040418797,170,mpnet,run_001
30,10,30,0.6740506329113924,0.3662323492811214,0.6174579985390796,158,mpnet,run_001
30,10,40,0.6753333333333333,0.3787544493114105,0.5948380813245678,150,mpnet,run_001
30,15,10,0.6638297872340425,0.3697772998547909,0.6455320185049914,188,mpnet,run_001
30,15,20,0.6765714285714286,0.371232944719193,0.6163136109082055,175,mpnet,run_001
30,15,30,0.6593939393939394,0.3752503287515738,0.5999513026540053,165,mpnet,run_001
30,15,40,0.6766666666666666,0.3708971487782787,0.6015583150718286,150,mpnet,run_001
35,5,10,0.6589595375722543,0.3745813973925757,0.6356221085950816,173,mpnet,run_001
35,5,20,0.6738255033557047,0.3783453393368096,0.6130995860725591,149,mpnet,run_001
35,5,30,0.676923076923077,0.3804709406891014,0.6194302410518627,143,mpnet,run_001
35,5,40,0.6768115942028986,0.3848306083001065,0.5947163379595812,138,mpnet,run_001
35,7,10,0.6656976744186046,0.3713798779287539,0.6424397370343317,172,mpnet,run_001
35,7,20,0.6724832214765101,0.3769430571947366,0.6198198198198198,149,mpnet,run_001
35,7,30,0.6807407407407408,0.3731847719041414,0.6449963476990505,135,mpnet,run_001
35,7,40,0.6887218045112782,0.3762211334331348,0.6179936693450206,133,mpnet,run_001
35,10,10,0.670414201183432,0.3735505124020654,0.6317506695885075,169,mpnet,run_001
35,10,20,0.6682432432432432,0.3760403130134427,0.615437058680302,148,mpnet,run_001
35,10,30,0.6833333333333333,0.3732899548052997,0.5992938884830776,144,mpnet,run_001
35,10,40,0.6825757575757576,0.3782387586601107,0.608327246165084,132,mpnet,run_001
35,15,10,0.6629411764705883,0.3729196044983293,0.632627221816411,170,mpnet,run_001
35,15,20,0.6644295302013423,0.3797634456737278,0.6189919649379109,149,mpnet,run_001
35,15,30,0.6687943262411348,0.3776478091189343,0.5999026053080108,141,mpnet,run_001
35,15,40,0.6813432835820895,0.3738813227276097,0.6056975894813733,134,mpnet,run_001
40,5,10,0.665,0.3746777836805711,0.62081811541271,160,mpnet,run_001
40,5,20,0.672463768115942,0.378745583739661,0.6060628195763331,138,mpnet,run_001
40,5,30,0.6776923076923077,0.3809112518473511,0.6126613099586072,130,mpnet,run_001
40,5,40,0.6694656488549618,0.3848374030835635,0.5945945945945946,131,mpnet,run_001
10,5,10,0.580470500373413,0.3387128618768491,0.6438032627221817,539,qwen3,run_001
10,5,20,0.6014145562400183,0.3433142628855499,0.5942293644996348,444,qwen3,run_001
10,5,30,0.6127272727272727,0.3478769524117642,0.5962746530314098,389,qwen3,run_001
10,5,40,0.6275280898876404,0.3509099494308452,0.5650109569028487,360,qwen3,run_001
10,7,10,0.5792319164802386,0.3394630312604685,0.6451180910640371,540,qwen3,run_001
10,7,20,0.5964125560538116,0.3422769515697043,0.5958120282444607,450,qwen3,run_001
10,7,30,0.6065318818040435,0.3463958976347407,0.5889213537862187,389,qwen3,run_001
10,7,40,0.6258503401360545,0.3475258985836189,0.5712685658631604,370,qwen3,run_001
10,10,10,0.5827765404602822,0.3375261614171272,0.6337959581202824,542,qwen3,run_001
10,10,20,0.5947208596122401,0.3476657522736588,0.6156074993912832,433,qwen3,run_001
10,10,30,0.6151460325665546,0.3490588781691615,0.5863647431214999,390,qwen3,run_001
10,10,40,0.6229997287767833,0.348196772189726,0.5634526418310202,372,qwen3,run_001
10,15,10,0.575499629903775,0.3386852702351477,0.629973216459703,545,qwen3,run_001
10,15,20,0.5957788483597155,0.344548167117782,0.5922084246408571,441,qwen3,run_001
10,15,30,0.6160293347302253,0.3475830888620089,0.5765522279035793,385,qwen3,run_001
10,15,40,0.6249315068493151,0.3496152012437016,0.5682249817384952,367,qwen3,run_001
15,5,10,0.6137875964865585,0.3514764922789736,0.6376430484538592,377,qwen3,run_001
15,5,20,0.6279949558638083,0.3562887970656077,0.5935719503287071,318,qwen3,run_001
15,5,30,0.6389565217391304,0.3587726732130601,0.5933041149257365,288,qwen3,run_001
15,5,40,0.6368249365712214,0.3653068904027521,0.5617969320672024,276,qwen3,run_001
40,7,10,0.6458598726114649,0.3995378792745954,0.6275626978329681,157,qwen3,run_001
40,7,20,0.65625,0.3910402457850871,0.5699780861943025,160,qwen3,run_001
40,7,30,0.6448275862068965,0.4003925146957634,0.5614803993182371,145,qwen3,run_001
40,7,40,0.6555555555555556,0.4035015870582879,0.5405648892135378,135,qwen3,run_001
40,10,10,0.634375,0.3994941815492056,0.6138300462624787,160,qwen3,run_001
40,10,20,0.6405405405405405,0.4009180643033089,0.5655709763817872,148,qwen3,run_001
40,10,30,0.6586206896551724,0.3909516566618637,0.5455563671779888,145,qwen3,run_001
40,10,40,0.6607142857142857,0.3918722991361441,0.5381787192598003,140,qwen3,run_001
40,15,10,0.6537974683544304,0.4018561980735977,0.6160701241782323,158,qwen3,run_001
40,15,20,0.6469798657718121,0.3954307666985452,0.5647431214998783,149,qwen3,run_001
40,15,30,0.6549295774647887,0.3959601121701949,0.5841246652057462,142,qwen3,run_001
40,15,40,0.6556390977443609,0.4037769737303435,0.5425614803993183,133,qwen3,run_001
15,7,10,0.6140549730801926,0.3593642851437367,0.6446798149500852,354,qwen3,run_001
15,7,20,0.6260869565217392,0.3556661915550542,0.5949111273435598,323,qwen3,run_001
15,7,30,0.6334567485695052,0.3596720182366907,0.5705624543462381,298,qwen3,run_001
15,7,40,0.6356245380635624,0.3620229555177803,0.580009739469199,271,qwen3,run_001
15,10,10,0.6248244875035103,0.3523113913699551,0.6462868273679084,357,qwen3,run_001
15,10,20,0.6166772352568167,0.3590221013807333,0.5928171414657901,316,qwen3,run_001
15,10,30,0.6301835486063903,0.3572766019796294,0.58190893596299,295,qwen3,run_001
15,10,40,0.6417693981145758,0.3592949771712068,0.5753347942537131,276,qwen3,run_001
15,15,10,0.6266311584553929,0.35461667991295,0.6295836376917457,376,qwen3,run_001
15,15,20,0.6267123287671232,0.3589688294067553,0.5872656440224008,322,qwen3,run_001
15,15,30,0.6379542395693136,0.3558260080065447,0.5683223764304846,298,qwen3,run_001
15,15,40,0.6409794742527908,0.3571230360827646,0.5496712929145362,278,qwen3,run_001
20,5,10,0.6307585729130586,0.360835635525173,0.6283662040418797,289,qwen3,run_001
20,5,20,0.6326915817289543,0.364475534556483,0.5895057219381544,265,qwen3,run_001
20,5,30,0.6316455696202532,0.3662137237821428,0.5775992208424641,237,qwen3,run_001
20,5,40,0.6333333333333333,0.3749602033441886,0.5555393231068907,222,qwen3,run_001
20,7,10,0.6220951018948874,0.3676874683619832,0.658290723155588,280,qwen3,run_001
20,7,20,0.6314187904146064,0.3653966118603086,0.5878987095203312,263,qwen3,run_001
20,7,30,0.6337719298245614,0.3692267456184384,0.5868030192354516,228,qwen3,run_001
20,7,40,0.6417040358744395,0.3677717597443787,0.5628439250060872,223,qwen3,run_001
20,10,10,0.6297602256699577,0.3610586331131065,0.6384709033357682,284,qwen3,run_001
20,10,20,0.6275648470770422,0.3691168826888233,0.5859751643535427,259,qwen3,run_001
20,10,30,0.6536796536796536,0.3644974437579823,0.5894570245921598,231,qwen3,run_001
20,10,40,0.6411764705882353,0.3698562578608175,0.5721207694180667,221,qwen3,run_001
20,15,10,0.6337727110794442,0.3635200532646683,0.6346968590211833,281,qwen3,run_001
20,15,20,0.6312305295950156,0.3664270582092914,0.5883126369612857,257,qwen3,run_001
20,15,30,0.6447826086956522,0.3708738857937266,0.5721938154370587,230,qwen3,run_001
20,15,40,0.6457547169811321,0.373335418350242,0.56518139761383,212,qwen3,run_001
25,5,10,0.6369477911646586,0.3701465199777089,0.6203798392987582,249,qwen3,run_001
25,5,20,0.6366515837104072,0.3750189882098229,0.6015826637448259,221,qwen3,run_001
25,5,30,0.6361809045226131,0.3760746097310071,0.5802532261991722,199,qwen3,run_001
25,5,40,0.6513227513227513,0.3824397036901218,0.552690528366204,189,qwen3,run_001
25,7,10,0.6313823163138231,0.3766323528634973,0.6288531775018261,241,qwen3,run_001
25,7,20,0.6407457935425194,0.3748933005798089,0.5847333820306794,220,qwen3,run_001
25,7,30,0.638,0.3769339892427537,0.574190406622839,200,qwen3,run_001
25,7,40,0.6517587939698493,0.3795132139770071,0.5546140735329924,199,qwen3,run_001
25,10,10,0.6313823163138231,0.373035212472099,0.6388117847577307,241,qwen3,run_001
25,10,20,0.6362790697674419,0.3817620598574891,0.5912588263939615,215,qwen3,run_001
25,10,30,0.6460784313725491,0.371867524032642,0.5715607499391283,204,qwen3,run_001
25,10,40,0.6534031413612565,0.3788512100334803,0.5668858047236426,191,qwen3,run_001
25,15,10,0.6363636363636364,0.3713957544058691,0.6271244217190163,241,qwen3,run_001
25,15,20,0.639906103286385,0.3770609841298666,0.5892135378621866,213,qwen3,run_001
25,15,30,0.6663157894736842,0.3769797037377126,0.5921110299488678,190,qwen3,run_001
25,15,40,0.6586021505376344,0.3824949626048031,0.5647674701728755,186,qwen3,run_001
30,5,10,0.637989366843886,0.3849237993775452,0.6241538836133431,207,qwen3,run_001
30,5,20,0.6425531914893617,0.3857717332585907,0.6017044071098125,188,qwen3,run_001
30,5,30,0.6340782122905028,0.3913454659279223,0.5678841003165328,179,qwen3,run_001
30,5,40,0.649112426035503,0.3885266724178277,0.5472120769418066,169,qwen3,run_001
30,7,10,0.637446403049071,0.381115081478301,0.6325785244704164,210,qwen3,run_001
30,7,20,0.6353846153846154,0.3834031750570697,0.5809106403700999,195,qwen3,run_001
30,7,30,0.6403314917127072,0.3839015254820359,0.5720477233990747,181,qwen3,run_001
30,7,40,0.6432926829268293,0.3865309612326514,0.5621865108351595,164,qwen3,run_001
30,10,10,0.6267778322707209,0.3865396950443078,0.6179693206720234,204,qwen3,run_001
30,10,20,0.6452127659574468,0.3846819220181226,0.5829072315558802,188,qwen3,run_001
30,10,30,0.6483333333333333,0.3763622411585086,0.5672266861456051,180,qwen3,run_001
30,10,40,0.6473053892215569,0.3869273567232922,0.5648405161918676,167,qwen3,run_001
30,15,10,0.6460132046724225,0.3828896067222237,0.6370343316289262,197,qwen3,run_001
30,15,20,0.6446808510638298,0.3830276477223619,0.5813976138300463,188,qwen3,run_001
30,15,30,0.6497175141242938,0.3780877184772255,0.5680788897005113,177,qwen3,run_001
30,15,40,0.6581818181818182,0.3863701114915427,0.5612369125882639,165,qwen3,run_001
35,5,10,0.6397790055248619,0.3956995230861801,0.6324567811054298,181,qwen3,run_001
35,5,20,0.6405882352941177,0.3951495681178198,0.570781592403214,170,qwen3,run_001
35,5,30,0.6401491609695463,0.3917638301011383,0.5646457268078889,161,qwen3,run_001
35,5,40,0.652258064516129,0.3930107596718116,0.5367421475529583,155,qwen3,run_001
35,7,10,0.6323863636363637,0.3937499860942482,0.6178475773070368,176,qwen3,run_001
35,7,20,0.6421965317919075,0.3915480341978707,0.5746530314097882,173,qwen3,run_001
35,7,30,0.6466257668711657,0.3882403944157203,0.5661796932067202,163,qwen3,run_001
35,7,40,0.6546666666666666,0.3973064099768394,0.5523496469442415,150,qwen3,run_001
35,10,10,0.6296703296703297,0.395095664443005,0.6118578037496957,182,qwen3,run_001
35,10,20,0.6464285714285715,0.3932533271515918,0.5712442171901632,168,qwen3,run_001
35,10,30,0.6432098765432098,0.3875967437818851,0.5548088629169711,162,qwen3,run_001
35,10,40,0.6593333333333333,0.3912041078191743,0.5525687850012174,150,qwen3,run_001
35,15,10,0.6370786516853932,0.3903880694194263,0.6105429754078403,178,qwen3,run_001
35,15,20,0.649375,0.3938610732843573,0.5976381787192598,160,qwen3,run_001
35,15,30,0.6571079926784624,0.3873004089257296,0.5425127830533236,164,qwen3,run_001
35,15,40,0.6620915032679738,0.3921730712121486,0.552763574385196,153,qwen3,run_001
40,5,10,0.6420382165605095,0.4015923888222361,0.6436328220112004,157,qwen3,run_001
40,5,20,0.6451612903225806,0.3963576648391184,0.5643535427319211,155,qwen3,run_001
40,5,30,0.6531034482758621,0.3984133117488011,0.5516922327733138,145,qwen3,run_001
40,5,40,0.6652482269503546,0.4000931335344068,0.5327489651813976,141,qwen3,run_001
10,5,10,0.6265486725663717,0.3409383604160086,0.7046749452154858,512,robbert,run_001
10,5,20,0.6607271851673489,0.350256779903503,0.6822498173849525,418,robbert,run_001
10,5,30,0.6668389764797105,0.3513768121731051,0.6682736790844899,390,robbert,run_001
10,5,40,0.6755833807626637,0.356962036452774,0.6725103481860238,354,robbert,run_001
10,7,10,0.6220427005193306,0.3404846343945232,0.6891648405161919,523,robbert,run_001
10,7,20,0.6632409177820268,0.3510444706068922,0.6929388848307767,421,robbert,run_001
10,7,30,0.6709314227226203,0.3480892300427577,0.665327489651814,394,robbert,run_001
10,7,40,0.6783642691415314,0.3518854741653766,0.6781592403214025,347,robbert,run_001
10,10,10,0.6249515691592405,0.3368914514284279,0.6892378865351838,519,robbert,run_001
10,10,20,0.6681297244574494,0.3473909186544979,0.6898709520331142,413,robbert,run_001
10,10,30,0.672246926497515,0.3516100582329879,0.6690041392744095,385,robbert,run_001
10,10,40,0.6774012881545786,0.3527435634244244,0.6534696859021183,359,robbert,run_001
10,15,10,0.630083673866511,0.3386472890919025,0.6958120282444606,516,robbert,run_001
10,15,20,0.653953488372093,0.3450040181411263,0.6669101533966398,433,robbert,run_001
10,15,30,0.6636271529888551,0.3494117794002131,0.6519600681762844,397,robbert,run_001
10,15,40,0.6825834943417057,0.3494696787863763,0.6507426345264183,364,robbert,run_001
15,5,10,0.6840363937138131,0.346012958259517,0.7250304358412466,363,robbert,run_001
15,5,20,0.6793529971455756,0.3587789514283796,0.6956659362064768,316,robbert,run_001
15,5,30,0.6933007676203768,0.3570569140810145,0.6731921110299489,287,robbert,run_001
15,5,40,0.6802867383512545,0.3632710900449283,0.6475773070367665,280,robbert,run_001
40,7,10,0.7,0.373865291239979,0.7254687119551985,174,robbert,run_001
40,7,20,0.703125,0.3810482898621907,0.7053080107134161,160,robbert,run_001
40,7,30,0.6914110429447853,0.3804974707771166,0.6385439493547602,163,robbert,run_001
40,7,40,0.7,0.3853719097462594,0.6445580715850986,154,robbert,run_001
40,10,10,0.692090395480226,0.37442002433489,0.7005113221329438,177,robbert,run_001
40,10,20,0.703125,0.3794611394913154,0.6975164353542732,160,robbert,run_001
40,10,30,0.6968553459119496,0.3875571266086182,0.6552471390309228,159,robbert,run_001
40,10,40,0.6966442953020134,0.3884917816161377,0.6700024348672997,149,robbert,run_001
40,15,10,0.6976470588235294,0.379357960961396,0.7170197224251278,170,robbert,run_001
40,15,20,0.700625,0.3802497293580757,0.7037496956415875,160,robbert,run_001
40,15,30,0.701948051948052,0.3785220573258404,0.6635013391770148,154,robbert,run_001
40,15,40,0.6973333333333334,0.3856366639872444,0.6544436328220112,150,robbert,run_001
15,7,10,0.6787405962663695,0.3464215730682317,0.7414414414414414,359,robbert,run_001
15,7,20,0.6887133925633432,0.3563822422178457,0.718772826880935,305,robbert,run_001
15,7,30,0.6820307281229125,0.3613204035126333,0.6664718772826881,300,robbert,run_001
15,7,40,0.6951043916486681,0.3571985512422094,0.6642074506939372,279,robbert,run_001
15,10,10,0.6687532603025561,0.3459960156773753,0.6979303627952277,384,robbert,run_001
15,10,20,0.6966101694915254,0.3547584054787978,0.7255417579741904,296,robbert,run_001
15,10,30,0.6877523553162853,0.3595148481941428,0.6742634526418311,298,robbert,run_001
15,10,40,0.6859205776173285,0.3616096889812143,0.6534209885561237,278,robbert,run_001
15,15,10,0.6756459593183067,0.3482343587549495,0.7175797419040663,364,robbert,run_001
15,15,20,0.6850241545893719,0.3551521823327241,0.6861212563915267,311,robbert,run_001
15,15,30,0.6796714579055442,0.3593158035947958,0.661918675432189,293,robbert,run_001
15,15,40,0.6938562998958695,0.3548400409403571,0.6461407353299246,289,robbert,run_001
20,5,10,0.6846416382252559,0.3493361976456111,0.7280253226199173,293,robbert,run_001
20,5,20,0.6873111782477341,0.3639181052204388,0.7054784514243974,265,robbert,run_001
20,5,30,0.7007705479452054,0.3614903078835366,0.6835889943998052,234,robbert,run_001
20,5,40,0.6785714285714286,0.3685647907600632,0.6512783053323594,238,robbert,run_001
20,7,10,0.6819444444444445,0.3547239958339153,0.7391283175066958,288,robbert,run_001
20,7,20,0.6903073286052009,0.359168553326862,0.7260530801071342,254,robbert,run_001
20,7,30,0.6865733113673805,0.3672741356101981,0.6638178719259801,243,robbert,run_001
20,7,40,0.7030973451327434,0.3673709891597434,0.6900657414170928,226,robbert,run_001
20,10,10,0.6693661971830986,0.3560317837134369,0.7156318480642805,284,robbert,run_001
20,10,20,0.6930966469428008,0.3553945905754153,0.7138300462624787,254,robbert,run_001
20,10,30,0.6836734693877551,0.3654370622104161,0.680399318237156,245,robbert,run_001
20,10,40,0.6928270042194092,0.3654137118041737,0.6514487460433407,237,robbert,run_001
20,15,10,0.680565371024735,0.3543847271249153,0.7433406379352325,283,robbert,run_001
20,15,20,0.6825757575757576,0.3612617702693851,0.6872169466764061,264,robbert,run_001
20,15,30,0.6918367346938775,0.3609756852007771,0.6664718772826881,245,robbert,run_001
20,15,40,0.711453744493392,0.3629635307602917,0.6624299975651327,227,robbert,run_001
25,5,10,0.6746031746031746,0.3606858117892849,0.7235208181154127,252,robbert,run_001
25,5,20,0.6808510638297872,0.3664133375989196,0.6897979060141223,235,robbert,run_001
25,5,30,0.6954128440366972,0.3625996503134866,0.6729973216459703,218,robbert,run_001
25,5,40,0.6815668202764977,0.3691791525083776,0.6523496469442416,217,robbert,run_001
25,7,10,0.6824,0.3571485026917392,0.7313610908205502,250,robbert,run_001
25,7,20,0.6964757709251101,0.361845640447509,0.7147309471633796,227,robbert,run_001
25,7,30,0.6936363636363636,0.3671979099038162,0.6612125639152666,220,robbert,run_001
25,7,40,0.7091787439613526,0.3683532740620711,0.6859751643535428,207,robbert,run_001
25,10,10,0.6818548387096774,0.3576983263028253,0.715290966642318,248,robbert,run_001
25,10,20,0.704,0.3605009701264574,0.7031896761626492,225,robbert,run_001
25,10,30,0.6868778280542986,0.3675344747799045,0.6645970294618944,221,robbert,run_001
25,10,40,0.7063106796116505,0.3695216253354021,0.6698319941563184,206,robbert,run_001
25,15,10,0.6799163179916318,0.3584639811168381,0.739517896274653,239,robbert,run_001
25,15,20,0.6880851063829787,0.3628251524759813,0.6781835889943998,235,robbert,run_001
25,15,30,0.694811320754717,0.3653205926155552,0.679254930606282,212,robbert,run_001
25,15,40,0.7123222748815166,0.3630930160297583,0.6707328950572193,211,robbert,run_001
30,5,10,0.6968181818181818,0.3632791439272747,0.7207694180667154,220,robbert,run_001
30,5,20,0.6865740740740741,0.369551278636721,0.6808132456781105,216,robbert,run_001
30,5,30,0.705050505050505,0.3683296560163193,0.6770392013635257,198,robbert,run_001
30,5,40,0.6895,0.3691488140564773,0.6547358168979791,200,robbert,run_001
30,7,10,0.6910714285714286,0.3603771468244326,0.7349403457511565,224,robbert,run_001
30,7,20,0.7029411764705882,0.3700396272809614,0.7075967859751644,204,robbert,run_001
30,7,30,0.7118811881188118,0.3661146368923708,0.6697832968103239,202,robbert,run_001
30,7,40,0.7117948717948718,0.3703713058279857,0.6690041392744095,195,robbert,run_001
30,10,10,0.6834821428571428,0.3590011608267244,0.7170684197711225,224,robbert,run_001
30,10,20,0.7053921568627451,0.3652089312342484,0.7152422692963234,204,robbert,run_001
30,10,30,0.6970588235294117,0.3708360579244341,0.6679084489895301,204,robbert,run_001
30,10,40,0.7071065989847716,0.3668491254066224,0.6581446311176041,197,robbert,run_001
30,15,10,0.6889400921658986,0.3621266047799713,0.7299488677867056,217,robbert,run_001
30,15,20,0.7014778325123153,0.366594023297968,0.7003652300949599,203,robbert,run_001
30,15,30,0.6934343434343434,0.3683629750222574,0.6766739712685659,198,robbert,run_001
30,15,40,0.7151832460732984,0.3686782377776686,0.66654492330168,191,robbert,run_001
35,5,10,0.6909090909090909,0.3670148607203735,0.720891161431702,198,robbert,run_001
35,5,20,0.6924324324324325,0.3807300219426074,0.6886778670562455,185,robbert,run_001
35,5,30,0.7017341040462428,0.376046713488313,0.6683467251034818,173,robbert,run_001
35,5,40,0.7,0.3725526217426117,0.6691015339663988,168,robbert,run_001
35,7,10,0.6899497487437186,0.3673578620405685,0.7097881665449233,199,robbert,run_001
